02/01/2023	344,88
30/12/2022	344,13
29/12/2022	340,50
28/12/2022	346,15
27/12/2022	337,49
26/12/2022	334,85
23/12/2022	333,16
22/12/2022	333,48
21/12/2022	332,95
20/12/2022	331,58
19/12/2022	332,43
16/12/2022	332,31
15/12/2022	332,67
14/12/2022	330,13
13/12/2022	333,68
12/12/2022	332,38
09/12/2022	338,09
08/12/2022	338,09
07/12/2022	338,09
06/12/2022	340,40
05/12/2022	330,47
02/12/2022	327,00
01/12/2022	323,72
