02/01/2023	329,21
30/12/2022	327,94
29/12/2022	334,36
28/12/2022	331,63
27/12/2022	335,39
26/12/2022	327,62
23/12/2022	325,71
22/12/2022	324,25
21/12/2022	322,87
20/12/2022	325,01
19/12/2022	320,89
16/12/2022	320,10
15/12/2022	320,10
14/12/2022	322,70
13/12/2022	323,36
12/12/2022	322,35
09/12/2022	328,98
08/12/2022	328,98
07/12/2022	328,98
06/12/2022	328,88
05/12/2022	319,11
02/12/2022	318,67
01/12/2022	318,57
